Spectrum title              ,             M-6-8
Detector type ,             SDD (2016)
Voltage (kV)  ,              5 
Current (uA)  ,              600 
Primary filter              ,             Open
Helium used   ,             Yes
Live acquisition time (s)   ,              90 
Dead time (%) ,              10 
Channel       ,             counts
0             ,             0
1             ,             0
2             ,             0
3             ,             0
4             ,             0
5             ,             0
6             ,             0
7             ,             0
8             ,             0
9             ,             0
10            ,             0
11            ,             0
12            ,             0
13            ,             0
14            ,             0
15            ,             0
16            ,             0
17            ,             0
18            ,             1
19            ,             1
20            ,             0
21            ,             0
22            ,             1
23            ,             0
24            ,             1
25            ,             0
26            ,             1
27            ,             5
28            ,             8
29            ,             18
30            ,             13
31            ,             25
32            ,             33
33            ,             49
34            ,             55
35            ,             58
36            ,             100
37            ,             143
38            ,             165
39            ,             171
40            ,             194
41            ,             235
42            ,             244
43            ,             257
44            ,             295
45            ,             305
46            ,             345
47            ,             383
48            ,             417
49            ,             415
50            ,             486
51            ,             523
52            ,             734
53            ,             894
54            ,             1197
55            ,             1383
56            ,             1603
57            ,             1591
58            ,             1496
59            ,             1209
60            ,             960
61            ,             827
62            ,             645
63            ,             564
64            ,             455
65            ,             434
66            ,             472
67            ,             458
68            ,             435
69            ,             427
70            ,             531
71            ,             475
72            ,             482
73            ,             473
74            ,             432
75            ,             451
76            ,             406
77            ,             407
78            ,             350
79            ,             308
80            ,             316
81            ,             308
82            ,             311
83            ,             282
84            ,             281
85            ,             267
86            ,             275
87            ,             290
88            ,             283
89            ,             262
90            ,             248
91            ,             298
92            ,             250
93            ,             253
94            ,             242
95            ,             274
96            ,             231
97            ,             265
98            ,             250
99            ,             256
100           ,             251
101           ,             247
102           ,             257
103           ,             246
104           ,             269
105           ,             248
106           ,             243
107           ,             244
108           ,             252
109           ,             213
110           ,             236
111           ,             239
112           ,             255
113           ,             229
114           ,             235
115           ,             277
116           ,             261
117           ,             239
118           ,             251
119           ,             245
120           ,             263
121           ,             275
122           ,             285
123           ,             304
124           ,             276
125           ,             297
126           ,             288
127           ,             296
128           ,             297
129           ,             275
130           ,             298
131           ,             304
132           ,             336
133           ,             352
134           ,             424
135           ,             395
136           ,             416
137           ,             458
138           ,             458
139           ,             515
140           ,             502
141           ,             529
142           ,             552
143           ,             572
144           ,             624
145           ,             642
146           ,             724
147           ,             807
148           ,             859
149           ,             910
150           ,             850
151           ,             950
152           ,             962
153           ,             970
154           ,             1003
155           ,             980
156           ,             1009
157           ,             1042
158           ,             1102
159           ,             1162
160           ,             1206
161           ,             1306
162           ,             1387
163           ,             1555
164           ,             1726
165           ,             1834
166           ,             2104
167           ,             2449
168           ,             2951
169           ,             3990
170           ,             5558
171           ,             8028
172           ,             11261
173           ,             16442
174           ,             21929
175           ,             28181
176           ,             33865
177           ,             38734
178           ,             42408
179           ,             42828
180           ,             42725
181           ,             40953
182           ,             38229
183           ,             34814
184           ,             31097
185           ,             26852
186           ,             22580
187           ,             18426
188           ,             14367
189           ,             10765
190           ,             8426
191           ,             6653
192           ,             5538
193           ,             5096
194           ,             4864
195           ,             5065
196           ,             5194
197           ,             5692
198           ,             6243
199           ,             6829
200           ,             7442
201           ,             8236
202           ,             8773
203           ,             9232
204           ,             9357
205           ,             9608
206           ,             9466
207           ,             9411
208           ,             9152
209           ,             9126
210           ,             9127
211           ,             9374
212           ,             9635
213           ,             9970
214           ,             10251
215           ,             10801
216           ,             11509
217           ,             12130
218           ,             12556
219           ,             13366
220           ,             14826
221           ,             16232
222           ,             18616
223           ,             21325
224           ,             25833
225           ,             31191
226           ,             38580
227           ,             46626
228           ,             55403
229           ,             62698
230           ,             68987
231           ,             71885
232           ,             71853
233           ,             67856
234           ,             61870
235           ,             53382
236           ,             45667
237           ,             38511
238           ,             32296
239           ,             28034
240           ,             25224
241           ,             22968
242           ,             21916
243           ,             21476
244           ,             21341
245           ,             21224
246           ,             20663
247           ,             20561
248           ,             19831
249           ,             18618
250           ,             17431
251           ,             16220
252           ,             15098
253           ,             13957
254           ,             12886
255           ,             11942
256           ,             11253
257           ,             10594
258           ,             9864
259           ,             9341
260           ,             8920
261           ,             8493
262           ,             8356
263           ,             7802
264           ,             7537
265           ,             7169
266           ,             7063
267           ,             6753
268           ,             6677
269           ,             6511
270           ,             6345
271           ,             6231
272           ,             6110
273           ,             6026
274           ,             6089
275           ,             6138
276           ,             5989
277           ,             5997
278           ,             5980
279           ,             6053
280           ,             5951
281           ,             5979
282           ,             6091
283           ,             5823
284           ,             5999
285           ,             5910
286           ,             5907
287           ,             6110
288           ,             6068
289           ,             6372
