Spectrum title              ,             M-5-7
Detector type ,             SDD (2016)
Voltage (kV)  ,              5 
Current (uA)  ,              600 
Primary filter              ,             Open
Helium used   ,             Yes
Live acquisition time (s)   ,              90 
Dead time (%) ,              10 
Channel       ,             counts
0             ,             0
1             ,             0
2             ,             0
3             ,             0
4             ,             0
5             ,             0
6             ,             0
7             ,             0
8             ,             0
9             ,             0
10            ,             0
11            ,             0
12            ,             0
13            ,             0
14            ,             0
15            ,             0
16            ,             0
17            ,             0
18            ,             0
19            ,             0
20            ,             0
21            ,             0
22            ,             0
23            ,             1
24            ,             1
25            ,             0
26            ,             4
27            ,             8
28            ,             8
29            ,             10
30            ,             27
31            ,             31
32            ,             43
33            ,             44
34            ,             54
35            ,             76
36            ,             80
37            ,             107
38            ,             136
39            ,             130
40            ,             213
41            ,             204
42            ,             260
43            ,             270
44            ,             324
45            ,             337
46            ,             348
47            ,             379
48            ,             418
49            ,             414
50            ,             501
51            ,             612
52            ,             726
53            ,             905
54            ,             1181
55            ,             1453
56            ,             1605
57            ,             1610
58            ,             1392
59            ,             1252
60            ,             1029
61            ,             783
62            ,             625
63            ,             526
64            ,             514
65            ,             427
66            ,             453
67            ,             435
68            ,             459
69            ,             463
70            ,             461
71            ,             506
72            ,             444
73            ,             463
74            ,             426
75            ,             425
76            ,             437
77            ,             343
78            ,             374
79            ,             335
80            ,             331
81            ,             329
82            ,             301
83            ,             289
84            ,             278
85            ,             293
86            ,             298
87            ,             314
88            ,             261
89            ,             276
90            ,             267
91            ,             294
92            ,             259
93            ,             270
94            ,             254
95            ,             271
96            ,             272
97            ,             234
98            ,             235
99            ,             233
100           ,             271
101           ,             250
102           ,             251
103           ,             228
104           ,             259
105           ,             258
106           ,             228
107           ,             251
108           ,             246
109           ,             235
110           ,             240
111           ,             257
112           ,             244
113           ,             220
114           ,             229
115           ,             292
116           ,             241
117           ,             234
118           ,             282
119           ,             255
120           ,             262
121           ,             270
122           ,             255
123           ,             275
124           ,             268
125           ,             289
126           ,             265
127           ,             302
128           ,             253
129           ,             296
130           ,             292
131           ,             292
132           ,             318
133           ,             361
134           ,             355
135           ,             369
136           ,             416
137           ,             423
138           ,             510
139           ,             505
140           ,             504
141           ,             534
142           ,             534
143           ,             540
144           ,             633
145           ,             670
146           ,             766
147           ,             804
148           ,             830
149           ,             915
150           ,             942
151           ,             938
152           ,             957
153           ,             902
154           ,             949
155           ,             1013
156           ,             999
157           ,             1077
158           ,             1072
159           ,             1180
160           ,             1280
161           ,             1351
162           ,             1478
163           ,             1591
164           ,             1645
165           ,             1922
166           ,             2050
167           ,             2433
168           ,             3069
169           ,             4057
170           ,             5674
171           ,             8039
172           ,             11474
173           ,             16599
174           ,             21772
175           ,             28356
176           ,             34154
177           ,             39298
178           ,             42381
179           ,             43630
180           ,             42825
181           ,             41036
182           ,             38321
183           ,             35052
184           ,             31160
185           ,             26693
186           ,             22191
187           ,             18231
188           ,             14312
189           ,             10994
190           ,             8468
191           ,             6602
192           ,             5480
193           ,             4965
194           ,             4837
195           ,             5007
196           ,             5358
197           ,             5610
198           ,             6337
199           ,             6843
200           ,             7573
201           ,             8249
202           ,             8750
203           ,             8893
204           ,             9401
205           ,             9758
206           ,             9507
207           ,             9298
208           ,             9092
209           ,             9191
210           ,             9213
211           ,             9323
212           ,             9592
213           ,             9888
214           ,             10447
215           ,             10891
216           ,             11423
217           ,             11858
218           ,             12889
219           ,             13666
220           ,             14745
221           ,             16449
222           ,             18583
223           ,             21349
224           ,             26007
225           ,             31532
226           ,             38817
227           ,             47029
228           ,             56066
229           ,             63314
230           ,             69516
231           ,             72526
232           ,             71632
233           ,             67954
234           ,             61405
235           ,             53588
236           ,             44852
237           ,             37838
238           ,             32324
239           ,             27694
240           ,             24796
241           ,             22797
242           ,             21704
243           ,             21476
244           ,             21019
245           ,             20802
246           ,             20625
247           ,             19923
248           ,             19547
249           ,             18538
250           ,             17209
251           ,             16139
252           ,             14950
253           ,             13992
254           ,             12663
255           ,             11989
256           ,             10933
257           ,             10479
258           ,             9749
259           ,             9351
260           ,             8968
261           ,             8651
262           ,             8066
263           ,             7682
264           ,             7649
265           ,             7114
266           ,             7212
267           ,             6873
268           ,             6649
269           ,             6527
270           ,             6215
271           ,             6221
272           ,             6050
273           ,             6047
274           ,             6071
275           ,             5932
276           ,             5899
277           ,             6011
278           ,             5873
279           ,             6048
280           ,             6114
281           ,             6025
282           ,             5995
283           ,             5930
284           ,             6016
285           ,             6210
286           ,             5952
287           ,             6090
288           ,             6188
289           ,             6101
