Spectrum title              ,             M-1-9
Detector type ,             SDD (2016)
Voltage (kV)  ,              5 
Current (uA)  ,              600 
Primary filter              ,             Open
Helium used   ,             Yes
Live acquisition time (s)   ,              90 
Dead time (%) ,              10 
Channel       ,             counts
0             ,             0
1             ,             0
2             ,             0
3             ,             0
4             ,             0
5             ,             0
6             ,             0
7             ,             0
8             ,             0
9             ,             0
10            ,             0
11            ,             0
12            ,             0
13            ,             0
14            ,             0
15            ,             0
16            ,             0
17            ,             0
18            ,             0
19            ,             0
20            ,             0
21            ,             1
22            ,             0
23            ,             0
24            ,             4
25            ,             1
26            ,             4
27            ,             5
28            ,             7
29            ,             10
30            ,             16
31            ,             25
32            ,             29
33            ,             50
34            ,             60
35            ,             75
36            ,             85
37            ,             129
38            ,             133
39            ,             178
40            ,             229
41            ,             195
42            ,             250
43            ,             266
44            ,             307
45            ,             311
46            ,             367
47            ,             369
48            ,             393
49            ,             475
50            ,             471
51            ,             611
52            ,             736
53            ,             897
54            ,             1103
55            ,             1448
56            ,             1554
57            ,             1614
58            ,             1457
59            ,             1189
60            ,             1047
61            ,             781
62            ,             631
63            ,             568
64            ,             507
65            ,             463
66            ,             452
67            ,             440
68            ,             451
69            ,             446
70            ,             453
71            ,             454
72            ,             501
73            ,             456
74            ,             438
75            ,             446
76            ,             399
77            ,             341
78            ,             359
79            ,             320
80            ,             383
81            ,             300
82            ,             311
83            ,             305
84            ,             258
85            ,             275
86            ,             276
87            ,             283
88            ,             293
89            ,             255
90            ,             255
91            ,             252
92            ,             279
93            ,             245
94            ,             243
95            ,             227
96            ,             243
97            ,             229
98            ,             261
99            ,             245
100           ,             242
101           ,             261
102           ,             206
103           ,             258
104           ,             235
105           ,             253
106           ,             253
107           ,             235
108           ,             223
109           ,             237
110           ,             253
111           ,             235
112           ,             262
113           ,             249
114           ,             215
115           ,             243
116           ,             250
117           ,             264
118           ,             259
119           ,             284
120           ,             283
121           ,             279
122           ,             274
123           ,             317
124           ,             290
125           ,             270
126           ,             269
127           ,             287
128           ,             305
129           ,             319
130           ,             293
131           ,             316
132           ,             303
133           ,             332
134           ,             343
135           ,             391
136           ,             389
137           ,             452
138           ,             510
139           ,             496
140           ,             490
141           ,             493
142           ,             474
143           ,             570
144           ,             644
145           ,             670
146           ,             739
147           ,             840
148           ,             867
149           ,             921
150           ,             925
151           ,             935
152           ,             915
153           ,             984
154           ,             963
155           ,             983
156           ,             1052
157           ,             1099
158           ,             1073
159           ,             1210
160           ,             1262
161           ,             1350
162           ,             1451
163           ,             1581
164           ,             1683
165           ,             1896
166           ,             2071
167           ,             2516
168           ,             2966
169           ,             3972
170           ,             5556
171           ,             8052
172           ,             11600
173           ,             16161
174           ,             21972
175           ,             28015
176           ,             34187
177           ,             38755
178           ,             41953
179           ,             43216
180           ,             42661
181           ,             40762
182           ,             38039
183           ,             34391
184           ,             30809
185           ,             26787
186           ,             22436
187           ,             18254
188           ,             14202
189           ,             11000
190           ,             8422
191           ,             6673
192           ,             5527
193           ,             4984
194           ,             4898
195           ,             4945
196           ,             5189
197           ,             5742
198           ,             6291
199           ,             6779
200           ,             7585
201           ,             7968
202           ,             8684
203           ,             9046
204           ,             9287
205           ,             9400
206           ,             9386
207           ,             9219
208           ,             9190
209           ,             9118
210           ,             8922
211           ,             9397
212           ,             9530
213           ,             9894
214           ,             10330
215           ,             10668
216           ,             11256
217           ,             11741
218           ,             12611
219           ,             13662
220           ,             14705
221           ,             16097
222           ,             18175
223           ,             21276
224           ,             25781
225           ,             31397
226           ,             38780
227           ,             46596
228           ,             54875
229           ,             63015
230           ,             69050
231           ,             72051
232           ,             71953
233           ,             67488
234           ,             61746
235           ,             53713
236           ,             45185
237           ,             38009
238           ,             32313
239           ,             27415
240           ,             24728
241           ,             23165
242           ,             21845
243           ,             21445
244           ,             20947
245           ,             21136
246           ,             20588
247           ,             20116
248           ,             19349
249           ,             18579
250           ,             17115
251           ,             15969
252           ,             14785
253           ,             13840
254           ,             12653
255           ,             11710
256           ,             11141
257           ,             10157
258           ,             10021
259           ,             9175
260           ,             8920
261           ,             8486
262           ,             7957
263           ,             7876
264           ,             7487
265           ,             7223
266           ,             6916
267           ,             6854
268           ,             6639
269           ,             6510
270           ,             6250
271           ,             6229
272           ,             6149
273           ,             5994
274           ,             5904
275           ,             5942
276           ,             5957
277           ,             5929
278           ,             5891
279           ,             5925
280           ,             5897
281           ,             5984
282           ,             5986
283           ,             6009
284           ,             6000
285           ,             6041
286           ,             6012
287           ,             6038
288           ,             6184
289           ,             6144
