Spectrum title              ,             M-3-3
Detector type ,             SDD (2016)
Voltage (kV)  ,              5 
Current (uA)  ,              600 
Primary filter              ,             Open
Helium used   ,             Yes
Live acquisition time (s)   ,              90 
Dead time (%) ,              10 
Channel       ,             counts
0             ,             0
1             ,             0
2             ,             0
3             ,             0
4             ,             0
5             ,             0
6             ,             0
7             ,             0
8             ,             0
9             ,             0
10            ,             0
11            ,             0
12            ,             0
13            ,             0
14            ,             0
15            ,             0
16            ,             0
17            ,             0
18            ,             0
19            ,             0
20            ,             0
21            ,             0
22            ,             0
23            ,             0
24            ,             1
25            ,             1
26            ,             3
27            ,             6
28            ,             10
29            ,             13
30            ,             17
31            ,             29
32            ,             43
33            ,             56
34            ,             56
35            ,             56
36            ,             113
37            ,             136
38            ,             135
39            ,             154
40            ,             182
41            ,             229
42            ,             227
43            ,             277
44            ,             281
45            ,             319
46            ,             347
47            ,             390
48            ,             386
49            ,             380
50            ,             498
51            ,             565
52            ,             698
53            ,             917
54            ,             1152
55            ,             1436
56            ,             1584
57            ,             1515
58            ,             1423
59            ,             1252
60            ,             972
61            ,             863
62            ,             629
63            ,             496
64            ,             457
65            ,             436
66            ,             495
67            ,             422
68            ,             435
69            ,             447
70            ,             466
71            ,             475
72            ,             484
73            ,             444
74            ,             471
75            ,             415
76            ,             412
77            ,             365
78            ,             334
79            ,             300
80            ,             324
81            ,             296
82            ,             284
83            ,             314
84            ,             282
85            ,             274
86            ,             298
87            ,             263
88            ,             256
89            ,             268
90            ,             261
91            ,             255
92            ,             271
93            ,             273
94            ,             234
95            ,             270
96            ,             240
97            ,             264
98            ,             253
99            ,             262
100           ,             246
101           ,             235
102           ,             233
103           ,             252
104           ,             241
105           ,             255
106           ,             242
107           ,             258
108           ,             241
109           ,             242
110           ,             246
111           ,             237
112           ,             248
113           ,             246
114           ,             245
115           ,             252
116           ,             254
117           ,             279
118           ,             254
119           ,             244
120           ,             285
121           ,             285
122           ,             263
123           ,             266
124           ,             273
125           ,             255
126           ,             283
127           ,             293
128           ,             292
129           ,             263
130           ,             305
131           ,             299
132           ,             311
133           ,             297
134           ,             344
135           ,             399
136           ,             453
137           ,             463
138           ,             460
139           ,             488
140           ,             509
141           ,             514
142           ,             530
143           ,             514
144           ,             614
145           ,             674
146           ,             700
147           ,             795
148           ,             826
149           ,             876
150           ,             937
151           ,             941
152           ,             952
153           ,             908
154           ,             931
155           ,             908
156           ,             1079
157           ,             1093
158           ,             1088
159           ,             1175
160           ,             1230
161           ,             1362
162           ,             1345
163           ,             1530
164           ,             1685
165           ,             1940
166           ,             2099
167           ,             2488
168           ,             3030
169           ,             4090
170           ,             5507
171           ,             8006
172           ,             11450
173           ,             15962
174           ,             21994
175           ,             27829
176           ,             33927
177           ,             38936
178           ,             41914
179           ,             43170
180           ,             42526
181           ,             40580
182           ,             37750
183           ,             34808
184           ,             30621
185           ,             26592
186           ,             22334
187           ,             18397
188           ,             14360
189           ,             10859
190           ,             8314
191           ,             6611
192           ,             5470
193           ,             4929
194           ,             4696
195           ,             4691
196           ,             5238
197           ,             5537
198           ,             6118
199           ,             6753
200           ,             7516
201           ,             8130
202           ,             8718
203           ,             9030
204           ,             9338
205           ,             9326
206           ,             9253
207           ,             9226
208           ,             9082
209           ,             8863
210           ,             8953
211           ,             9293
212           ,             9518
213           ,             9813
214           ,             10254
215           ,             10673
216           ,             10968
217           ,             11827
218           ,             12423
219           ,             13387
220           ,             14531
221           ,             16132
222           ,             18225
223           ,             21135
224           ,             25679
225           ,             30865
226           ,             38256
227           ,             46624
228           ,             55397
229           ,             62665
230           ,             68894
231           ,             71538
232           ,             70954
233           ,             67239
234           ,             60858
235           ,             53511
236           ,             45146
237           ,             38109
238           ,             31881
239           ,             27362
240           ,             24522
241           ,             22795
242           ,             21750
243           ,             21410
244           ,             21182
245           ,             20798
246           ,             20242
247           ,             19923
248           ,             19340
249           ,             18213
250           ,             17264
251           ,             16004
252           ,             14856
253           ,             13557
254           ,             12719
255           ,             12047
256           ,             11111
257           ,             10550
258           ,             9818
259           ,             9461
260           ,             9052
261           ,             8440
262           ,             8015
263           ,             7813
264           ,             7608
265           ,             7331
266           ,             7132
267           ,             6864
268           ,             6647
269           ,             6447
270           ,             6285
271           ,             6458
272           ,             6069
273           ,             6032
274           ,             6152
275           ,             5962
276           ,             5998
277           ,             6093
278           ,             5863
279           ,             5955
280           ,             6152
281           ,             5855
282           ,             5857
283           ,             5974
284           ,             6011
285           ,             5962
286           ,             6057
287           ,             6105
288           ,             6188
289           ,             6277
